hand1_str,hand2_str,equity_hand1,equity_hand2
Q2s,76s,0.53835,0.46165
Q2s,75s,0.5714,0.4286
Q2s,74s,0.55695,0.44305000000000005
Q2s,73s,0.5659,0.43410000000000004
Q2s,72s,0.71115,0.28885000000000005
Q2s,A6o,0.3896,0.6104
Q2s,K6o,0.4,0.6
Q2s,Q6o,0.4385,0.5615
Q2s,J6o,0.603,0.397
Q2s,T6o,0.60105,0.39895
Q2s,96o,0.5908,0.4092
Q2s,86o,0.5796,0.4204
Q2s,76o,0.575,0.42500000000000004
Q2s,66,0.33595,0.66405
Q2s,65s,0.5409,0.45909999999999995
Q2s,64s,0.55325,0.44675
Q2s,63s,0.5912,0.40880000000000005
Q2s,62s,0.73085,0.26915
Q2s,A5o,0.38,0.62
Q2s,K5o,0.3982,0.6018
Q2s,Q5o,0.46965,0.53035
Q2s,J5o,0.6099,0.3901
Q2s,T5o,0.619,0.381
Q2s,95o,0.6158,0.3842
Q2s,85o,0.58475,0.41525
Q2s,75o,0.5816,0.4184
Q2s,65o,0.57635,0.42364999999999997
Q2s,55,0.343,0.657
Q2s,54s,0.572,0.42800000000000005
Q2s,53s,0.57195,0.42805000000000004
Q2s,52s,0.68505,0.31494999999999995
Q2s,A4o,0.38535,0.6146499999999999
Q2s,K4o,0.40205,0.59795
Q2s,Q4o,0.49805,0.50195
Q2s,J4o,0.62345,0.37655000000000005
Q2s,T4o,0.60445,0.39554999999999996
Q2s,94o,0.61325,0.38675000000000004
Q2s,84o,0.5899,0.4101
Q2s,74o,0.5994,0.40059999999999996
Q2s,64o,0.58685,0.41315
Q2s,54o,0.5706,0.4294
Q2s,44,0.34175,0.65825
Q2s,43s,0.565,0.43500000000000005
Q2s,42s,0.72095,0.27905
Q2s,A3o,0.3902,0.6098
Q2s,K3o,0.40325,0.59675
Q2s,Q3o,0.5012,0.4988
Q2s,J3o,0.6207,0.37929999999999997
Q2s,T3o,0.6175,0.38249999999999995
Q2s,93o,0.61995,0.38005
Q2s,83o,0.60735,0.39265000000000005
Q2s,73o,0.6144,0.38560000000000005
Q2s,63o,0.5959,0.4041
Q2s,53o,0.58085,0.41915
Q2s,43o,0.59315,0.40685000000000004
Q2s,33,0.3502,0.6497999999999999
Q2s,32s,0.69585,0.30415000000000003
Q2s,A2o,0.2858,0.7142
Q2s,K2o,0.29095,0.70905
Q2s,Q2o,0.52395,0.47605
Q2s,J2o,0.7603,0.23970000000000002
Q2s,T2o,0.74695,0.25305
Q2s,92o,0.7121,0.28790000000000004
Q2s,82o,0.75625,0.24375000000000002
Q2s,72o,0.7549,0.24509999999999998
Q2s,62o,0.7304,0.26959999999999995
Q2s,52o,0.72975,0.27025
Q2s,42o,0.73185,0.26815
Q2s,32o,0.73825,0.26175000000000004
Q2s,22,0.3685,0.6315
AJo,KJo,0.74265,0.25734999999999997
AJo,QJo,0.7208,0.2792
AJo,JJ,0.3067,0.6933
AJo,JTs,0.66095,0.33904999999999996
AJo,J9s,0.7419,0.2581
AJo,J8s,0.7309,0.2691
AJo,J7s,0.69085,0.30915000000000004
AJo,J6s,0.72415,0.27585000000000004
AJo,J5s,0.7647,0.23529999999999995
AJo,J4s,0.72705,0.27295
AJo,J3s,0.7222,0.27780000000000005
AJo,J2s,0.7204,0.27959999999999996
AJo,ATo,0.73275,0.26725
AJo,KTo,0.61985,0.38015
AJo,QTo,0.61865,0.38134999999999997
AJo,JTo,0.71695,0.28305
AJo,TT,0.42605,0.57395
AJo,T9s,0.59885,0.40115
AJo,T8s,0.59525,0.40475000000000005
AJo,T7s,0.61905,0.38095
AJo,T6s,0.622,0.378
AJo,T5s,0.6457,0.35429999999999995
AJo,T4s,0.6503,0.3497
AJo,T3s,0.64615,0.35385
AJo,T2s,0.6608,0.33919999999999995
AJo,A9o,0.7299,0.2701
AJo,K9o,0.645,0.355
AJo,Q9o,0.6219,0.3781
AJo,J9o,0.73215,0.26785000000000003
AJo,T9o,0.6409,0.3591
AJo,99,0.43795,0.5620499999999999
AJo,98s,0.5851,0.41490000000000005
AJo,97s,0.61035,0.38965000000000005
AJo,96s,0.60905,0.39095
AJo,95s,0.6173,0.38270000000000004
AJo,94s,0.6491,0.3509
AJo,93s,0.6277,0.37229999999999996
AJo,92s,0.6447,0.35529999999999995
AJo,A8o,0.7243,0.27569999999999995
AJo,K8o,0.6441,0.3559
AJo,Q8o,0.6414,0.35860000000000003
AJo,J8o,0.7313,0.26870000000000005
AJo,T8o,0.64095,0.35905
AJo,98o,0.6297,0.37029999999999996
AJo,88,0.4483,0.5517000000000001
AJo,87s,0.60105,0.39895
AJo,86s,0.5964,0.40359999999999996
AJo,85s,0.5989,0.4011
AJo,84s,0.6269,0.3731
AJo,83s,0.6285,0.37150000000000005
AJo,82s,0.64085,0.35914999999999997
AJo,A7o,0.683,0.31699999999999995
AJo,K7o,0.6421,0.3579
AJo,Q7o,0.65495,0.34504999999999997
AJo,J7o,0.74405,0.25595
AJo,T7o,0.66615,0.33385
AJo,97o,0.63785,0.36214999999999997
AJo,87o,0.62975,0.37024999999999997
AJo,77,0.4474,0.5526
AJo,76s,0.6086,0.39139999999999997
AJo,75s,0.5889,0.4111
AJo,74s,0.62985,0.37015
AJo,73s,0.62075,0.37925
AJo,72s,0.6497,0.35029999999999994
AJo,A6o,0.728,0.272
AJo,K6o,0.6335,0.36650000000000005
AJo,Q6o,0.6496,0.35040000000000004
AJo,J6o,0.75255,0.24744999999999995
AJo,T6o,0.67125,0.32875
AJo,96o,0.6572,0.3428
AJo,86o,0.64115,0.35885
AJo,76o,0.62335,0.37665000000000004
AJo,66,0.45195,0.5480499999999999
AJo,65s,0.5816,0.4184
AJo,64s,0.61075,0.38925
AJo,63s,0.614,0.386
AJo,62s,0.6369,0.3631
AJo,A5o,0.71805,0.28195000000000003
AJo,K5o,0.64575,0.35424999999999995
AJo,Q5o,0.6424,0.35760000000000003
AJo,J5o,0.7613,0.23870000000000002
AJo,T5o,0.6804,0.3196
AJo,95o,0.6464,0.3536
AJo,85o,0.64985,0.35014999999999996
AJo,75o,0.643,0.357
AJo,65o,0.62335,0.37665000000000004
AJo,55,0.45675,0.54325
AJo,54s,0.58125,0.41874999999999996
AJo,53s,0.59,0.41000000000000003
AJo,52s,0.61595,0.38405
AJo,A4o,0.7108,0.2892
AJo,K4o,0.6387,0.36129999999999995
AJo,Q4o,0.65565,0.34435000000000004
AJo,J4o,0.76125,0.23875000000000002
AJo,T4o,0.6831,0.31689999999999996
AJo,94o,0.6748,0.32520000000000004
AJo,84o,0.66195,0.33804999999999996
AJo,74o,0.6544,0.3456
AJo,64o,0.64175,0.35824999999999996
AJo,54o,0.6234,0.37660000000000005
AJo,44,0.4679,0.5321
AJo,43s,0.6158,0.3842
AJo,42s,0.61695,0.38305
AJo,A3o,0.7131,0.28690000000000004
AJo,K3o,0.65165,0.34835000000000005
AJo,Q3o,0.65405,0.34595
AJo,J3o,0.7763,0.2237
AJo,T3o,0.6839,0.31610000000000005
AJo,93o,0.67685,0.32315000000000005
AJo,83o,0.68045,0.31955
AJo,73o,0.66705,0.33294999999999997
AJo,63o,0.6455,0.35450000000000004
AJo,53o,0.6263,0.37370000000000003
AJo,43o,0.6334,0.36660000000000004
AJo,33,0.483,0.517
AJo,32s,0.61135,0.38865000000000005
AJo,A2o,0.72865,0.27135
AJo,K2o,0.6533,0.3467
AJo,Q2o,0.6628,0.33720000000000006
AJo,J2o,0.7791,0.22089999999999999
AJo,T2o,0.69945,0.30055
AJo,92o,0.67465,0.32535000000000003
AJo,82o,0.67975,0.32025000000000003
AJo,72o,0.6778,0.32220000000000004
AJo,62o,0.67025,0.32975
AJo,52o,0.6597,0.34030000000000005
AJo,42o,0.66465,0.33535000000000004
AJo,32o,0.6616,0.33840000000000003
AJo,22,0.48255,0.51745
KJo,QJo,0.73985,0.26015
KJo,JJ,0.3124,0.6876
KJo,JTs,0.72895,0.27105
KJo,J9s,0.7399,0.2601
KJo,J8s,0.69345,0.30655
KJo,J7s,0.6938,0.3062
KJo,J6s,0.7058,0.2942
KJo,J5s,0.7014,0.2986
KJo,J4s,0.705,0.29500000000000004
KJo,J3s,0.71025,0.28974999999999995
KJo,J2s,0.7301,0.26990000000000003
KJo,ATo,0.4012,0.5988
KJo,KTo,0.7293,0.27070000000000005
KJo,QTo,0.6322,0.3678
KJo,JTo,0.73125,0.26875000000000004
KJo,TT,0.4424,0.5576
KJo,T9s,0.6139,0.3861
KJo,T8s,0.62585,0.37415
KJo,T7s,0.62135,0.37865000000000004
KJo,T6s,0.6303,0.36970000000000003
KJo,T5s,0.65355,0.34645000000000004
KJo,T4s,0.65485,0.34514999999999996
KJo,T3s,0.6478,0.35219999999999996
KJo,T2s,0.65115,0.34885
KJo,A9o,0.41805,0.58195
KJo,K9o,0.74335,0.25665000000000004
KJo,Q9o,0.6381,0.3619
KJo,J9o,0.7046,0.2954
KJo,T9o,0.6349,0.3651
KJo,99,0.44485,0.55515
KJo,98s,0.612,0.388
KJo,97s,0.60455,0.39544999999999997
KJo,96s,0.62465,0.37534999999999996
KJo,95s,0.6124,0.38759999999999994
KJo,94s,0.6436,0.35640000000000005
KJo,93s,0.6489,0.35109999999999997
KJo,92s,0.6557,0.34430000000000005
KJo,A8o,0.4275,0.5725
KJo,K8o,0.73725,0.26275000000000004
KJo,Q8o,0.64585,0.35414999999999996
KJo,J8o,0.6958,0.3042
KJo,T8o,0.65595,0.34404999999999997
KJo,98o,0.64565,0.35435000000000005
KJo,88,0.45195,0.5480499999999999
KJo,87s,0.60405,0.39595
KJo,86s,0.6276,0.37239999999999995
KJo,85s,0.6,0.4
KJo,84s,0.63375,0.36624999999999996
KJo,83s,0.6492,0.3508
KJo,82s,0.6321,0.3679
KJo,A7o,0.4321,0.5679000000000001
KJo,K7o,0.7314,0.26859999999999995
KJo,Q7o,0.65725,0.34275
KJo,J7o,0.74705,0.25295
KJo,T7o,0.6646,0.33540000000000003
KJo,97o,0.64815,0.35185
KJo,87o,0.6383,0.3617
KJo,77,0.47155,0.52845
KJo,76s,0.5896,0.4104
KJo,75s,0.61675,0.38325
KJo,74s,0.61195,0.38805
KJo,73s,0.6324,0.36760000000000004
KJo,72s,0.6496,0.35040000000000004
KJo,A6o,0.4329,0.5670999999999999
KJo,K6o,0.72715,0.27285000000000004
KJo,Q6o,0.6579,0.34209999999999996
KJo,J6o,0.7557,0.24429999999999996
KJo,T6o,0.68515,0.31484999999999996
KJo,96o,0.65385,0.34614999999999996
KJo,86o,0.64615,0.35385
KJo,76o,0.6399,0.3601
KJo,66,0.4713,0.5287
KJo,65s,0.57995,0.42005000000000003
KJo,64s,0.61475,0.38525
KJo,63s,0.6055,0.39449999999999996
KJo,62s,0.6299,0.3701
KJo,A5o,0.4178,0.5822
KJo,K5o,0.7337,0.2663
KJo,Q5o,0.6455,0.35450000000000004
KJo,J5o,0.749,0.251
KJo,T5o,0.69015,0.30984999999999996
KJo,95o,0.6701,0.32989999999999997
KJo,85o,0.65825,0.34175
KJo,75o,0.63935,0.36065
KJo,65o,0.6257,0.37429999999999997
KJo,55,0.47,0.53
KJo,54s,0.6049,0.3951
KJo,53s,0.6108,0.3892
KJo,52s,0.61095,0.38905
KJo,A4o,0.43675,0.56325
KJo,K4o,0.72835,0.27164999999999995
KJo,Q4o,0.65645,0.34355
KJo,J4o,0.754,0.246
KJo,T4o,0.68185,0.31815000000000004
KJo,94o,0.67475,0.32525000000000004
KJo,84o,0.65925,0.34075
KJo,74o,0.656,0.344
KJo,64o,0.6425,0.35750000000000004
KJo,54o,0.63015,0.36985
KJo,44,0.4783,0.5217
KJo,43s,0.60715,0.39285000000000003
KJo,42s,0.6346,0.36539999999999995
KJo,A3o,0.41965,0.5803499999999999
KJo,K3o,0.73865,0.26134999999999997
KJo,Q3o,0.66985,0.33015000000000005
KJo,J3o,0.7594,0.24060000000000004
KJo,T3o,0.6835,0.3165
KJo,93o,0.67325,0.32675
KJo,83o,0.6835,0.3165
KJo,73o,0.66405,0.33594999999999997
KJo,63o,0.6642,0.3358
KJo,53o,0.63815,0.36185
KJo,43o,0.65485,0.34514999999999996
KJo,33,0.48115,0.51885
KJo,32s,0.63085,0.36915
KJo,A2o,0.42995,0.57005
KJo,K2o,0.69505,0.30495000000000005
KJo,Q2o,0.66635,0.33365
KJo,J2o,0.76525,0.23475000000000001
KJo,T2o,0.6999,0.30010000000000003
KJo,92o,0.68255,0.31745
KJo,82o,0.6832,0.31679999999999997
KJo,72o,0.68145,0.31855
KJo,62o,0.67585,0.32415000000000005
KJo,52o,0.65255,0.34745000000000004
KJo,42o,0.66615,0.33385
KJo,32o,0.66205,0.33795
KJo,22,0.4952,0.5048
QJo,JJ,0.3292,0.6708000000000001
QJo,JTs,0.69425,0.30574999999999997
QJo,J9s,0.68485,0.31515000000000004
QJo,J8s,0.69635,0.30365
QJo,J7s,0.7069,0.2931
QJo,J6s,0.7237,0.2763
QJo,J5s,0.7498,0.2502
QJo,J4s,0.72165,0.27835
QJo,J3s,0.76495,0.23504999999999998
QJo,J2s,0.7163,0.28369999999999995
QJo,ATo,0.4068,0.5932
QJo,KTo,0.3983,0.6017
QJo,QTo,0.72565,0.27435
QJo,JTo,0.7354,0.26459999999999995
QJo,TT,0.45135,0.5486500000000001
QJo,T9s,0.6226,0.37739999999999996
QJo,T8s,0.63175,0.36824999999999997
QJo,T7s,0.6307,0.36929999999999996
QJo,T6s,0.6644,0.3356
QJo,T5s,0.6439,0.35609999999999997
QJo,T4s,0.6462,0.3538
QJo,T3s,0.66775,0.33225000000000005
QJo,T2s,0.6761,0.32389999999999997
QJo,A9o,0.42645,0.57355
QJo,K9o,0.4278,0.5722
QJo,Q9o,0.7276,0.2724
QJo,J9o,0.738,0.262
QJo,T9o,0.6609,0.33909999999999996
QJo,99,0.45415,0.54585
QJo,98s,0.60555,0.39444999999999997
QJo,97s,0.61035,0.38965000000000005
QJo,96s,0.6325,0.36750000000000005
QJo,95s,0.64285,0.35714999999999997
QJo,94s,0.6605,0.3395
QJo,93s,0.64245,0.35755000000000003
QJo,92s,0.64225,0.35775
QJo,A8o,0.4239,0.5761000000000001
QJo,K8o,0.43195,0.5680499999999999
QJo,Q8o,0.7258,0.2742
QJo,J8o,0.7314,0.26859999999999995
QJo,T8o,0.66295,0.33704999999999996
QJo,98o,0.63825,0.36175
QJo,88,0.4691,0.5308999999999999
QJo,87s,0.5949,0.4051
QJo,86s,0.62405,0.37595
QJo,85s,0.61325,0.38675000000000004
QJo,84s,0.6218,0.3782
QJo,83s,0.65595,0.34404999999999997
QJo,82s,0.6444,0.3556
QJo,A7o,0.4408,0.5591999999999999
QJo,K7o,0.4419,0.5581
QJo,Q7o,0.73555,0.26444999999999996
QJo,J7o,0.76345,0.23655000000000004
QJo,T7o,0.68315,0.31684999999999997
QJo,97o,0.663,0.33699999999999997
QJo,87o,0.65145,0.34855
QJo,77,0.47875,0.52125
QJo,76s,0.61055,0.38944999999999996
QJo,75s,0.6232,0.3768
QJo,74s,0.62565,0.37434999999999996
QJo,73s,0.6274,0.37260000000000004
QJo,72s,0.63325,0.36675
QJo,A6o,0.4405,0.5595
QJo,K6o,0.4364,0.5636
QJo,Q6o,0.7368,0.2632
QJo,J6o,0.74325,0.25675000000000003
QJo,T6o,0.6913,0.3087
QJo,96o,0.66675,0.33325000000000005
QJo,86o,0.64485,0.35514999999999997
QJo,76o,0.646,0.354
QJo,66,0.4753,0.5246999999999999
QJo,65s,0.58605,0.41395000000000004
QJo,64s,0.5963,0.40369999999999995
QJo,63s,0.61405,0.38595
QJo,62s,0.63825,0.36175
QJo,A5o,0.4357,0.5643
QJo,K5o,0.44375,0.55625
QJo,Q5o,0.73305,0.26695
QJo,J5o,0.752,0.248
QJo,T5o,0.6956,0.3044
QJo,95o,0.67395,0.32604999999999995
QJo,85o,0.66195,0.33804999999999996
QJo,75o,0.6493,0.3507
QJo,65o,0.6317,0.36829999999999996
QJo,55,0.4887,0.5113
QJo,54s,0.59075,0.40925
QJo,53s,0.6014,0.39859999999999995
QJo,52s,0.6251,0.3749
QJo,A4o,0.43665,0.56335
QJo,K4o,0.44155,0.55845
QJo,Q4o,0.7192,0.28080000000000005
QJo,J4o,0.7636,0.23640000000000005
QJo,T4o,0.6924,0.3076
QJo,94o,0.69295,0.30705000000000005
QJo,84o,0.67455,0.32545
QJo,74o,0.66835,0.33165
QJo,64o,0.6465,0.35350000000000004
QJo,54o,0.6406,0.35940000000000005
QJo,44,0.48825,0.5117499999999999
QJo,43s,0.60635,0.39365000000000006
QJo,42s,0.6165,0.38349999999999995
QJo,A3o,0.44045,0.55955
QJo,K3o,0.44865,0.55135
QJo,Q3o,0.73725,0.26275000000000004
QJo,J3o,0.74865,0.25134999999999996
QJo,T3o,0.71035,0.28964999999999996
QJo,93o,0.67805,0.32194999999999996
QJo,83o,0.68675,0.31325000000000003
QJo,73o,0.68125,0.31875
QJo,63o,0.6725,0.3275
QJo,53o,0.64455,0.35545000000000004
QJo,43o,0.6512,0.3488
QJo,33,0.49165,0.5083500000000001
QJo,32s,0.6144,0.38560000000000005
QJo,A2o,0.443,0.5569999999999999
QJo,K2o,0.44875,0.55125
QJo,Q2o,0.6936,0.3064
QJo,J2o,0.7609,0.23909999999999998
QJo,T2o,0.71015,0.28985000000000005
QJo,92o,0.69555,0.30445
QJo,82o,0.68625,0.31375
QJo,72o,0.6835,0.3165
QJo,62o,0.6767,0.32330000000000003
QJo,52o,0.66235,0.33765
QJo,42o,0.66545,0.33455
QJo,32o,0.66635,0.33365
QJo,22,0.49785,0.50215
JJ,JTs,0.8212,0.17879999999999996
JJ,J9s,0.89375,0.10624999999999996
JJ,J8s,0.85075,0.14925
JJ,J7s,0.9244,0.0756
JJ,J6s,0.93515,0.06484999999999996
JJ,J5s,0.8691,0.13090000000000002
JJ,J4s,0.8762,0.12380000000000002
JJ,J3s,0.9369,0.06310000000000004
JJ,J2s,0.9417,0.05830000000000002
JJ,ATo,0.71735,0.28264999999999996
JJ,KTo,0.71765,0.28235
JJ,QTo,0.7119,0.2881
JJ,JTo,0.86575,0.13424999999999998
JJ,TT,0.82415,0.17584999999999995
JJ,T9s,0.82055,0.17945
JJ,T8s,0.8111,0.18889999999999996
JJ,T7s,0.81785,0.18215000000000003
JJ,T6s,0.81335,0.18664999999999998
JJ,T5s,0.8375,0.16249999999999998
JJ,T4s,0.83295,0.16705000000000003
JJ,T3s,0.8349,0.16510000000000002
JJ,T2s,0.84875,0.15125
JJ,A9o,0.7187,0.2813
JJ,K9o,0.71,0.29000000000000004
JJ,Q9o,0.7114,0.28859999999999997
JJ,J9o,0.89055,0.10945000000000005
JJ,T9o,0.86525,0.13475000000000004
JJ,99,0.81385,0.18615000000000004
JJ,98s,0.8047,0.19530000000000003
JJ,97s,0.7984,0.2016
JJ,96s,0.80725,0.19274999999999998
JJ,95s,0.824,0.17600000000000005
JJ,94s,0.8327,0.1673
JJ,93s,0.83165,0.16835
JJ,92s,0.8357,0.1643
JJ,A8o,0.71645,0.28354999999999997
JJ,K8o,0.7263,0.27370000000000005
JJ,Q8o,0.71165,0.28835
JJ,J8o,0.8544,0.14559999999999995
JJ,T8o,0.86295,0.13705
JJ,98o,0.84735,0.15264999999999995
JJ,88,0.80475,0.19525000000000003
JJ,87s,0.7956,0.20440000000000003
JJ,86s,0.78405,0.21594999999999998
JJ,85s,0.81105,0.18894999999999995
JJ,84s,0.814,0.18600000000000005
JJ,83s,0.8334,0.16659999999999997
JJ,82s,0.83895,0.16105000000000003
JJ,A7o,0.7205,0.27949999999999997
JJ,K7o,0.72695,0.27305
JJ,Q7o,0.7208,0.2792
JJ,J7o,0.91815,0.08184999999999998
JJ,T7o,0.84625,0.15375000000000005
JJ,97o,0.84595,0.15405000000000002
JJ,87o,0.8282,0.17179999999999995
JJ,77,0.80305,0.19694999999999996
JJ,76s,0.78605,0.21394999999999997
JJ,75s,0.78955,0.21045000000000003
JJ,74s,0.8129,0.18710000000000004
JJ,73s,0.8119,0.18810000000000004
JJ,72s,0.84775,0.15225
JJ,A6o,0.7082,0.29179999999999995
JJ,K6o,0.72465,0.27535
JJ,Q6o,0.72275,0.27725
JJ,J6o,0.93765,0.062350000000000017
JJ,T6o,0.8658,0.13419999999999999
JJ,96o,0.8493,0.15069999999999995
JJ,86o,0.8375,0.16249999999999998
JJ,76o,0.82195,0.17805000000000004
JJ,66,0.81125,0.18874999999999997
JJ,65s,0.7833,0.2167
JJ,64s,0.78625,0.21375
JJ,63s,0.79785,0.20215000000000005
JJ,62s,0.84,0.16000000000000003
JJ,A5o,0.7016,0.2984
JJ,K5o,0.71935,0.28064999999999996
JJ,Q5o,0.72175,0.27825
JJ,J5o,0.91875,0.08125000000000004
JJ,T5o,0.8828,0.11719999999999997
JJ,95o,0.8723,0.12770000000000004
JJ,85o,0.84225,0.15774999999999995
JJ,75o,0.81765,0.18235
JJ,65o,0.8186,0.1814
JJ,55,0.8103,0.18969999999999998
JJ,54s,0.76805,0.23195
JJ,53s,0.79745,0.20255
JJ,52s,0.807,0.19299999999999995
JJ,A4o,0.7039,0.29610000000000003
JJ,K4o,0.72375,0.27625
JJ,Q4o,0.72355,0.27645
JJ,J4o,0.93935,0.06064999999999998
JJ,T4o,0.8819,0.11809999999999998
JJ,94o,0.87525,0.12475000000000003
JJ,84o,0.86665,0.13334999999999997
JJ,74o,0.8461,0.15390000000000004
JJ,64o,0.8286,0.1714
JJ,54o,0.82085,0.17915000000000003
JJ,44,0.7988,0.20120000000000005
JJ,43s,0.7934,0.2066
JJ,42s,0.8203,0.17969999999999997
JJ,A3o,0.70775,0.29225
JJ,K3o,0.73065,0.26935
JJ,Q3o,0.72845,0.27154999999999996
JJ,J3o,0.88465,0.11534999999999995
JJ,T3o,0.8834,0.11660000000000004
JJ,93o,0.88645,0.11355000000000004
JJ,83o,0.87595,0.12405
JJ,73o,0.8675,0.13249999999999995
JJ,63o,0.8473,0.15269999999999995
JJ,53o,0.83095,0.16905000000000003
JJ,43o,0.835,0.16500000000000004
JJ,33,0.8118,0.18820000000000003
JJ,32s,0.82325,0.17674999999999996
JJ,A2o,0.7075,0.2925
JJ,K2o,0.7323,0.26770000000000005
JJ,Q2o,0.7307,0.2693
JJ,J2o,0.94145,0.05854999999999999
JJ,T2o,0.884,0.11599999999999999
JJ,92o,0.87945,0.12055000000000005
JJ,82o,0.8828,0.11719999999999997
JJ,72o,0.88485,0.11514999999999997
JJ,62o,0.8666,0.13339999999999996
JJ,52o,0.84845,0.15154999999999996
JJ,42o,0.8549,0.1451
JJ,32o,0.8563,0.14370000000000005
JJ,22,0.81145,0.18855
JTs,J9s,0.6909,0.30910000000000004
JTs,J8s,0.6977,0.3023
JTs,J7s,0.69595,0.30405000000000004
JTs,J6s,0.7026,0.2974
JTs,J5s,0.69345,0.30655
JTs,J4s,0.728,0.272
JTs,J3s,0.7029,0.29710000000000003
JTs,J2s,0.73595,0.26405
JTs,ATo,0.33035,0.6696500000000001
JTs,KTo,0.3194,0.6806
JTs,QTo,0.31,0.69
JTs,JTo,0.5249,0.47509999999999997
JTs,TT,0.39465,0.60535
JTs,T9s,0.7439,0.2561
JTs,T8s,0.7477,0.25229999999999997
JTs,T7s,0.74395,0.25605
JTs,T6s,0.72375,0.27625
JTs,T5s,0.72235,0.27764999999999995
JTs,T4s,0.71815,0.28185000000000004
JTs,T3s,0.7212,0.27880000000000005
JTs,T2s,0.7298,0.2702
JTs,A9o,0.4657,0.5343
JTs,K9o,0.45725,0.5427500000000001
JTs,Q9o,0.46035,0.53965
JTs,J9o,0.68645,0.31355
JTs,T9o,0.73965,0.26034999999999997
JTs,99,0.48475,0.51525
JTs,98s,0.6414,0.35860000000000003
JTs,97s,0.65335,0.34665
JTs,96s,0.691,0.30900000000000005
JTs,95s,0.6627,0.33730000000000004
JTs,94s,0.668,0.33199999999999996
JTs,93s,0.71285,0.28715
JTs,92s,0.6768,0.32320000000000004
JTs,A8o,0.485,0.515
JTs,K8o,0.4852,0.5147999999999999
JTs,Q8o,0.46325,0.5367500000000001
JTs,J8o,0.7312,0.26880000000000004
JTs,T8o,0.74835,0.25165000000000004
JTs,98o,0.6726,0.3274
JTs,88,0.5047,0.49529999999999996
JTs,87s,0.6297,0.37029999999999996
JTs,86s,0.63455,0.36545000000000005
JTs,85s,0.6352,0.3648
JTs,84s,0.6629,0.33709999999999996
JTs,83s,0.7158,0.2842
JTs,82s,0.70675,0.29325
JTs,A7o,0.4831,0.5169
JTs,K7o,0.4883,0.5117
JTs,Q7o,0.48855,0.51145
JTs,J7o,0.733,0.267
JTs,T7o,0.74715,0.25285
JTs,97o,0.68555,0.31445
JTs,87o,0.6653,0.3347
JTs,77,0.509,0.491
JTs,76s,0.66205,0.33795
JTs,75s,0.63815,0.36185
JTs,74s,0.6459,0.35409999999999997
JTs,73s,0.6893,0.3107
JTs,72s,0.6722,0.3278
JTs,A6o,0.4842,0.5158
JTs,K6o,0.49705,0.50295
JTs,Q6o,0.49955,0.5004500000000001
JTs,J6o,0.73485,0.26515
JTs,T6o,0.76095,0.23904999999999998
JTs,96o,0.69815,0.30184999999999995
JTs,86o,0.68365,0.31635
JTs,76o,0.6661,0.3339
JTs,66,0.5222,0.4778
JTs,65s,0.6695,0.3305
JTs,64s,0.6339,0.3661
JTs,63s,0.64625,0.35375
JTs,62s,0.6979,0.30210000000000004
JTs,A5o,0.47555,0.5244500000000001
JTs,K5o,0.48035,0.51965
JTs,Q5o,0.4767,0.5233
JTs,J5o,0.73675,0.26325
JTs,T5o,0.7606,0.23939999999999995
JTs,95o,0.6949,0.30510000000000004
JTs,85o,0.6879,0.31210000000000004
JTs,75o,0.67335,0.32665
JTs,65o,0.68005,0.31994999999999996
JTs,55,0.5164,0.48360000000000003
JTs,54s,0.6522,0.3478
JTs,53s,0.6368,0.36319999999999997
JTs,52s,0.68265,0.31735
JTs,A4o,0.48915,0.51085
JTs,K4o,0.50585,0.49415
JTs,Q4o,0.49545,0.50455
JTs,J4o,0.73165,0.26835
JTs,T4o,0.7203,0.27969999999999995
JTs,94o,0.72035,0.27964999999999995
JTs,84o,0.69865,0.30135
JTs,74o,0.67985,0.32015000000000005
JTs,64o,0.6758,0.32420000000000004
JTs,54o,0.65865,0.34135000000000004
JTs,44,0.524,0.476
JTs,43s,0.63045,0.36955000000000005
JTs,42s,0.6471,0.3529
JTs,A3o,0.49915,0.50085
JTs,K3o,0.47805,0.52195
JTs,Q3o,0.4922,0.5078
JTs,J3o,0.73925,0.26075000000000004
JTs,T3o,0.76855,0.23145000000000004
JTs,93o,0.70995,0.29005000000000003
JTs,83o,0.7142,0.28580000000000005
JTs,73o,0.69835,0.30165
JTs,63o,0.6876,0.3124
JTs,53o,0.67145,0.32855
JTs,43o,0.6625,0.3375
JTs,33,0.53305,0.46695
JTs,32s,0.67645,0.32355
JTs,A2o,0.49405,0.50595
JTs,K2o,0.48285,0.51715
JTs,Q2o,0.489,0.511
JTs,J2o,0.7362,0.26380000000000003
JTs,T2o,0.774,0.22599999999999998
JTs,92o,0.7181,0.28190000000000004
JTs,82o,0.7083,0.29169999999999996
JTs,72o,0.71015,0.28985000000000005
JTs,62o,0.686,0.31399999999999995
JTs,52o,0.67755,0.32245
JTs,42o,0.6827,0.3173
JTs,32o,0.6757,0.32430000000000003
JTs,22,0.5392,0.4608
J9s,J8s,0.70335,0.29664999999999997
J9s,J7s,0.6681,0.3319
J9s,J6s,0.67125,0.32875
J9s,J5s,0.709,0.29100000000000004
J9s,J4s,0.6773,0.3227
J9s,J3s,0.68495,0.31505000000000005
J9s,J2s,0.6732,0.3268
J9s,ATo,0.4191,0.5809
J9s,KTo,0.40525,0.59475
J9s,QTo,0.40015,0.59985
